dateid,categoryid,countryid,totalsales
443,3,8,47.27380345161128
443,3,44,70.16467426725094
443,3,39,47.40054241336588
444,1,29,48.513724302249294
444,1,49,60.4394711620371
444,2,17,38.58277348437589
444,3,52,62.081977469915884
445,2,38,64.63710880581931
445,4,42,31.458633178733088
445,1,49,62.04651775859871
445,1,52,49.498433022014126
445,3,52,58.97690516705535
445,1,20,58.77973248648485
445,4,8,47.800995412310044
445,4,20,42.32967499985456
446,1,45,31.18846719005409
446,4,54,56.148470093892364
446,4,54,48.67703888429406
447,2,51,50.37530858705406
447,3,23,62.21977240632965
447,2,43,56.13468324385157
447,3,37,48.1392769729304
448,1,33,59.704054233886566
448,3,35,65.07333463958209
449,2,13,40.34188881443386
449,3,41,38.09023917782051
449,1,29,48.93568511861069
449,2,3,42.30588289510342
449,1,47,45.03661099759634
450,3,47,38.89099579776322
450,2,20,49.748738210883396
450,3,41,55.485592817440825
450,2,48,33.340060218056365
451,4,10,44.297864619842926
451,3,53,57.563577980684244
451,4,5,53.04919943558639
451,1,9,49.53031428816792
452,3,3,41.02945126987265
452,2,41,32.34441827900113
452,2,53,25.121628704232116
453,2,32,51.17489676587882
453,2,6,51.19113996876917
453,4,33,60.39074994551323
453,4,54,47.81122141923815
453,3,19,29.085539849132193
454,4,32,39.78467449628751
454,3,24,49.462567371588904
454,3,37,45.40467302267588
454,3,1,73.87384177831399
454,2,22,59.65807993045963
455,1,41,29.945670139890957
455,2,31,57.6691936188427
455,2,36,53.05626116229889
456,1,54,59.6272610097119
456,2,30,59.49050052708553
456,3,49,50.27810503727669
457,1,54,49.727340595509254
457,2,18,36.69860119851877
457,4,20,58.03280275614918
458,1,46,40.55402727378737
458,1,21,43.90395235368283
458,3,24,71.90997992353797
458,2,37,38.81905785636825
458,1,11,38.957437193795585
459,3,12,51.87134521746976
459,2,17,58.14253730204919
460,4,11,50.160407139699586
460,3,9,45.845415848917234
460,3,45,47.97506719833386
460,3,31,51.99350468325227
460,2,40,59.611893708382944
461,2,17,43.41924190486388
461,2,40,74.35150623626038
461,1,43,29.658718767034816
461,4,45,47.46061419368391
462,3,48,47.3725912886729
462,4,2,61.84604869285831
462,4,4,54.13897567001416
463,3,36,59.348478199089996
463,1,8,38.82010177903476
463,3,38,58.259296554167356
463,2,36,52.5579949483457
463,1,22,31.16606237112386
463,1,8,38.86899739174972
464,1,29,56.73829092333856
464,2,6,39.92779142634892
464,2,21,45.04037532869197
464,2,54,37.870048566672324
464,1,39,40.72866560372191
465,3,6,54.26197752809588
465,4,47,52.262946183099544
465,1,14,39.34183451444604
465,3,14,53.86319648842779
465,3,41,37.55541046826916
466,3,31,73.86076679260017
466,1,20,45.75861124394943
466,4,27,53.929594004239235
466,3,30,63.46560782566514
466,3,49,60.15952589333488
467,2,30,49.98104060387706
467,3,38,57.848633566548564
467,2,36,48.316076393412544
467,3,11,56.771271743648896
467,1,42,41.72982132123212
468,1,52,37.30361978800451
468,2,16,52.91754770864351
468,1,19,63.292199663120776
468,1,44,64.1552871338051
468,2,45,47.02011179639602
468,3,13,53.70135817560131
468,2,50,46.0704794138168
468,2,13,49.39811164678089
469,2,31,39.08163776150566
469,1,6,67.63737849351713
469,4,37,30.73655373406923
469,2,3,52.29493302257566
469,4,10,61.66411799710291
470,2,9,48.963336773663706
470,2,24,56.65441787439462
470,2,36,56.9461562907493
470,2,34,49.61115113255935
470,3,33,38.94202085222106
470,4,28,48.18723852967081
470,4,10,42.87830516658802
470,3,8,53.039604411024165
470,3,4,70.78674259969782
470,4,9,62.479757313982624
470,1,22,48.25250380708778
471,2,27,45.002522469615506
471,4,45,40.60406147577798
471,1,23,57.60791125239763
472,1,49,55.13562625783329
472,3,34,36.9046925548941
473,1,55,34.1962152573029
473,1,17,63.24661385461935
474,1,2,46.905768249449046
474,4,42,63.66850949130521
474,4,41,57.145204475079616
474,1,37,54.22338852887715
475,3,50,66.66214126843224
475,2,17,54.35481072505261
475,3,33,28.02986130652765
475,4,42,55.48294976895602
475,1,38,54.05348970114231
476,4,19,69.08757863797726
476,4,39,54.202692047051976
476,2,5,47.89265237127975
476,2,53,55.068577264792985
476,4,42,34.13477083627586
477,2,1,44.592064507878845
477,2,30,49.50018484152016
477,4,8,49.293371091106394
477,3,13,59.83465772852168
477,1,7,28.717993436734716
477,2,21,53.861086451726756
477,3,15,57.112447430900595
478,3,22,50.54532087764538
478,4,37,49.75330233705968
478,1,7,40.68204145746003
479,4,30,33.19842509995189
479,2,39,46.88589271724257
479,2,27,42.10105134552012
479,1,44,55.93635319967104
479,3,23,68.99302637750657
479,4,41,61.7483378038064
479,4,40,70.78790145034313
479,1,35,57.567389542156455
479,4,48,44.59751798237969
480,1,49,55.849020810404866
480,3,55,52.71253358669447
480,2,7,43.1232347290094
480,2,20,44.878459445915475
480,2,31,58.352140855979236
481,2,8,28.758041163024078
481,3,3,54.111072811552
481,1,46,47.71199548921737
481,4,49,49.24894008461684
481,2,48,56.9353873210782
481,1,23,49.09978026243603
481,2,13,46.80973092734632
482,1,12,46.74409323643837
482,1,18,41.67186279144642
482,3,22,54.85743118061257
482,3,42,34.44534734943173
482,2,7,62.68037886067893
482,4,23,42.55712633590286
483,2,3,52.800567075194124
483,4,1,55.19646098813012
483,2,10,55.9465806780229
484,1,31,63.01512987426997
484,4,50,56.04216203280324
484,2,9,57.924364797980544
484,4,48,40.11569998876979
484,2,23,46.919859253830076
484,2,12,61.398194232676
484,3,33,59.500730820613896
485,3,34,51.03389438983564
485,4,18,41.45916315083975
485,3,14,67.14266151546748
485,4,42,48.494481846043726
485,3,33,57.79705611031913
486,3,11,40.767790923345736
486,1,24,45.433648288456666
486,3,9,75.74272575090691
486,2,36,42.820456402240616
486,2,24,66.14692379973334
486,2,46,45.559434696282295
486,2,23,38.7597355072895
486,2,2,42.609163623520814
486,3,40,42.29996775476871
486,2,9,67.6471833330167
486,1,11,69.23878062928387
486,3,32,41.948637143981024
487,2,29,36.55962270354511
487,4,55,37.76895533763176
488,2,15,55.38863279710969
488,2,29,58.83118429218342
488,4,44,58.255024711273244
488,4,37,41.12173073698765
488,1,11,59.052435167875714
488,3,37,64.53996076689799
489,1,31,44.56351330530683
489,4,28,36.43661351127111
489,3,34,46.04899954419991
489,1,1,48.544613745896434
490,1,6,48.18429472741237
490,4,3,34.28480284519355
491,1,47,55.806075461205765
491,1,45,57.10398433635912
491,4,46,73.44884194302082
491,3,38,40.13693719509156
491,3,22,57.338741764908704
491,4,43,61.529755570289055
492,2,12,71.65934042541758
492,4,31,60.624312693590326
493,4,5,53.00989368180103
493,1,40,59.4028783105801
493,1,27,24.937712176861723
493,3,14,51.65702770250978
494,3,49,39.33573074090485
494,1,54,43.719080504585435
494,3,31,51.83639553042772
494,1,42,50.53248444701889
494,2,55,49.71492749572491
494,1,31,52.4842291901748
495,2,9,47.246371057823346
495,4,21,53.08974772811834
495,4,48,32.12091441439898
495,3,6,40.50022264690235
496,1,44,43.589077599484234
496,4,2,47.683524014588926
496,3,38,47.348968755003824
496,4,40,45.15863839730171
497,2,14,63.11431073492517
497,4,19,85.60126581235536
497,2,18,42.04454922225608
497,1,53,48.58228451687431
497,4,18,57.70859278475892
497,4,6,35.91728964040694
497,3,2,65.62566453369557
497,2,5,44.76673501586324
498,3,22,41.52531424235933
498,4,45,55.05991619006699
498,3,14,56.59237160538773
498,1,38,60.88670867879955
498,2,55,43.3883547432274
498,1,18,37.637610170113426
499,2,42,48.54286612742742
499,4,18,68.21991735872311
499,4,41,54.04399832729523
499,3,50,64.82435642081276
499,1,50,60.48934579815313
499,2,44,48.29343977819771
500,3,16,60.4255168236983
501,1,33,49.96494310491542
501,2,55,23.824539285170157
501,1,24,31.353671282882377
502,4,14,66.57147136560846
502,1,2,56.005643432639005
502,3,5,33.68042881164254
502,3,44,68.79324736325414
502,1,1,62.057965000212576
503,3,35,66.94014107686252
503,4,51,41.27278729748089
503,2,20,36.216832825909535
503,1,54,47.09765060543162
503,1,16,33.978403121321385
503,2,37,53.066687479091776
503,1,23,67.03348918766379
503,4,54,39.78307006183428
504,4,14,56.15960037603877
504,1,49,56.89446950778533
504,1,54,39.41949573058196
504,1,24,46.94905451261039
504,1,36,34.68416715199341
505,3,37,45.892688498759924
505,2,46,47.34449873837816
505,1,47,45.640143296886464
506,3,8,69.24254378199021
506,1,46,46.88426183316149
506,2,35,55.69629149426335
506,1,33,47.10732366681223
507,4,23,49.72022871253167
507,1,35,40.941703640308404
507,1,11,41.31141851737223
507,4,54,35.53539255626505
507,2,53,64.2138037187952
507,4,25,56.37335612846985
508,2,47,51.18819868169412
508,2,44,40.713591329272376
508,1,50,46.18101499381966
508,4,21,33.697138328379495
509,4,11,66.22562456123934
509,2,16,55.22075357447694
509,4,11,51.312206395905925
510,3,54,37.21320016226395
510,1,10,51.42922729872185
510,2,49,29.644999798643635
510,4,12,37.83320067367058
510,3,29,37.633190749373696
510,1,34,25.712450295195136
510,4,46,48.09427763329499
511,4,6,39.58933613238009
511,4,33,31.541109137441047
511,3,33,46.10677432961707
511,3,45,48.30324824652912
511,2,55,35.296778261279
511,4,25,54.562396260953
511,2,48,53.526565454714316
511,4,24,33.55362026140567
512,4,22,65.5480765024253
512,4,7,47.68659073747911
512,4,5,47.04912200664833
512,1,4,64.05588093929991
512,1,47,46.89434043081781
512,4,21,44.73700918518031
513,3,16,38.87585699381134
513,2,55,46.012917052942456
513,3,37,48.40135475805658
513,2,15,63.96227173262851
514,3,12,55.47314205412182
514,3,44,50.39238387224214
515,3,29,53.480634597376024
515,3,5,35.1006084469046
515,4,20,47.85013959071978
515,1,12,44.2749759281995
515,2,35,60.66501334721991
515,3,39,45.95803689366666
515,1,21,42.10792128700047
516,4,11,65.8645157127265
516,1,47,46.84236758734261
516,1,2,55.08578468884497
516,2,54,50.84411562271814
517,3,21,44.16226971030085
517,3,27,61.19155298466118
517,1,20,60.67339078805589
517,3,18,48.14851954603111
517,4,3,53.11536711867319
518,4,4,47.966440379919405
518,3,37,58.96600239910008
518,1,15,53.500931444395846
518,1,53,43.28736595038705
518,1,37,54.77883021985635
519,4,30,47.55092012671727
519,2,54,56.529814659197434
519,3,27,52.01567775278683
519,4,31,48.173666122504244
519,2,21,69.61501664508825
519,3,30,65.55296625554703
519,3,33,49.324197877275
519,2,39,48.434722533190225
520,3,6,36.37474131394519
520,2,31,52.067064750118305
520,1,24,44.92015771572122
520,2,2,31.413599821976856
520,2,10,46.05885485837342
520,1,5,59.74423881231914
521,3,31,47.654665020414605
521,2,54,57.2688134205772
522,1,14,55.293892830323905
522,3,50,58.25834055093674
522,2,21,53.22753945297361
522,4,46,56.26324059758086
523,3,35,39.85747327616934
523,1,15,45.06387933620802
523,2,10,36.814612031226545
523,2,35,48.76240575870846
523,3,6,66.98007129707389
523,1,24,59.1128406558464
524,3,45,56.68525858278717
524,1,48,41.337498266043426
524,4,47,52.80629046578414
524,3,25,31.40676741728302
524,3,34,44.00920855086232
524,4,35,29.00039933456709
524,2,41,48.36888387697947
524,1,15,44.10687539705505
525,2,32,46.342801674936126
525,4,44,34.480920679139864
525,2,16,34.91393355713634
525,3,35,52.27655944618294
525,1,19,35.14485475151966
525,2,34,42.54282529425318
526,3,26,38.932386921282394
526,3,1,48.00393560775247
526,2,47,47.292967329623565
526,4,46,63.575243995998285
526,2,50,48.35349089330361
526,3,44,47.950028994741935
527,1,27,31.506346844323108
527,1,10,61.00392431991598
527,2,20,38.14590003198512
527,3,7,32.83460919288126
527,3,45,41.60249292480885
527,4,48,53.8332695342152
527,2,2,62.211394592455456
527,1,51,50.52140435244356
529,4,30,50.749246045913054
529,4,39,60.19337925995094
529,1,19,47.699213665689506
529,2,54,54.90565551266424
530,1,46,56.323623897899324
530,1,18,52.98204615602369
530,1,39,52.694389550599766
531,2,25,37.83902301695779
531,2,53,37.84873545983742
531,2,45,53.27915663836109
531,2,10,67.79519819503687
531,4,34,50.30360086846179
531,1,19,57.33357087431544
531,1,34,53.277175544808735
532,1,18,46.555817137571935
532,2,7,51.753280822434476
532,2,50,57.06488882245563
533,2,35,42.2752111953782
534,1,48,44.660800095851044
534,1,32,64.1846205275112
534,3,27,43.462691918360086
534,3,29,55.08071507449631
534,3,34,60.478495089589245
535,3,52,45.86503314589364
535,3,19,50.42362466890882
535,3,36,42.85776570094716
535,2,23,36.93444066069029
535,1,6,57.80590375994132
536,3,20,35.209149167662915
536,4,18,55.32464360933211
536,2,23,67.3681284964391
536,2,49,44.48955435716147
537,4,9,39.99951776802155
537,4,31,42.05019242802871
537,2,50,49.969522086785105
537,2,46,39.23678751445053
537,3,18,53.13201565336053
537,4,44,51.36828150385251
538,3,40,53.812258874848496
539,3,41,48.41733891875071
539,3,1,47.02163646069723
539,1,6,44.19693527342484
540,1,55,59.839793878030164
540,1,39,41.999325263342435
540,1,24,42.69797289146114
541,3,33,38.69353211432844
541,1,33,46.80568053345524
541,2,41,56.35904808430578
541,3,46,54.15336539944283
541,4,20,43.37318974674051
542,1,8,47.89142468920687
542,3,27,48.38108963692823
542,3,24,47.96493765270245
543,1,15,54.37690434106914
543,2,49,54.91685785567685
543,2,13,48.94895624930701
543,4,44,44.18025516440592
543,2,8,41.951054923001806
543,4,28,52.91030328423507
543,3,8,50.84731271964732
544,2,48,29.009320251170827
544,2,38,55.7444991326724
545,4,15,57.31831012458597
545,4,18,33.54466470605241
545,3,54,63.46215438844429
546,1,18,60.082444011935316
547,4,4,66.32968154375044
547,1,4,56.35607860962745
547,1,51,39.94169641800173
547,3,12,54.045877011271294
548,4,7,42.42287572988151
548,3,43,59.67197544706245
548,3,38,42.495737692540104
548,1,53,48.00858282258104
548,2,25,48.33424745104187
548,1,12,54.13870951065993
549,1,30,54.36725301662316
549,1,23,67.65669415768743
549,1,22,60.84651913841836
550,1,36,61.705357276578376
550,4,38,33.55335288702741
551,4,5,40.602130699245016
552,2,7,33.08649552773451
552,2,20,53.563314277117975
552,2,13,60.8680244876581
552,2,34,45.4322601122036
552,2,51,47.939905012279354
552,3,3,57.47102204031854
553,2,6,52.65879261391173
553,2,13,42.16161260398552
553,1,22,53.89796582996963
553,1,44,54.64386228433603
553,4,44,49.36850408000149
553,4,19,56.604834555557986
553,2,24,32.13943787308422
554,4,49,45.787745413508745
554,1,42,45.487744729586495
554,1,52,47.978303798705774
554,4,39,29.827301049840234
555,2,10,56.148427407941774
555,4,4,58.690937414401
555,1,13,35.190586577175864
555,3,4,54.1565314262983
555,3,36,50.46958421253363
555,1,44,54.340349919475315
556,1,54,46.25234748237603
556,3,34,55.46454138007349
556,3,25,53.51475871614896
557,4,37,63.40990499237351
557,2,12,30.510297185322184
557,3,17,59.32373755507699
558,3,24,47.82446996306933
558,1,43,28.482187310187
558,2,54,34.56698491412453
558,3,5,50.30536759599304
558,4,32,49.05300762742843
558,2,50,44.93518224067514
558,1,1,51.163007350773945
559,3,47,45.08660610748621
559,1,1,30.4642277367907
559,4,3,45.32253405019282
559,1,15,46.32068436797859
561,3,50,50.181331501204696
562,2,55,54.942455822751974
562,4,12,51.02222508157779
562,2,2,47.39171733447635
563,4,2,49.89353806383239
563,1,6,67.2574987412936
563,4,17,61.76344215935762
563,1,29,42.20054859365497
563,1,43,56.51417725161777
564,3,34,41.37030117899512
564,2,9,52.77755356913238
564,1,53,39.95741582831839
564,3,28,65.03865410949253
565,3,46,52.939177042713474
565,2,16,47.8339086493401
565,3,25,42.02359103611978
566,4,25,57.10052187606888
566,4,29,36.03271436102721
566,4,39,39.925091673616855
566,3,40,61.68469113228444
566,2,7,52.19093423750355
566,2,32,39.80322319268244
567,1,2,54.52126138021436
567,2,34,62.10433265661675
567,2,23,52.96523028993706
567,4,32,33.029359130897625
567,1,17,35.86899103227175
568,2,40,37.66011183372297
568,2,16,34.33430316398132
568,3,26,50.140852478943366
568,3,52,52.12027850506758
569,4,30,51.37637622649297
569,1,53,36.471101055570344
569,1,49,39.10602304995868
569,4,25,45.34904895321934
569,4,10,62.941532841645156
569,3,17,58.83229322760084
569,1,1,43.54506615710023
569,4,1,45.794819651487
570,3,34,72.92929073566043
570,3,35,36.85972609319754
570,3,3,42.07481853108373
570,3,43,60.55686479840243
570,3,31,39.04595996520728
571,4,9,60.46450738473599
571,1,46,31.055916977456484
571,4,26,49.70283499271263
571,1,31,37.08750710395468
572,3,3,55.27194156527622
572,4,9,47.20261166467954
572,3,5,48.04337889518301
572,3,51,33.332585721486126
572,4,53,39.25552302165741
572,2,47,52.05837681743143
573,3,52,39.860406879023905
573,2,42,47.620507742007895
573,3,2,33.36455928993309
573,2,4,47.83759118647738
574,2,15,59.16651331465772
575,4,26,63.313931522591076
575,2,22,64.46723942139668
575,1,37,64.91404205053006
575,4,18,51.12416468052199
575,4,25,47.18348277536572
576,1,48,52.36611137608028
576,4,24,42.382057997431076
576,2,43,35.02154447651567
576,4,49,46.53398614319789
576,3,41,48.667093060139344
577,2,9,34.277068357276804
577,4,27,68.86458791637547
577,1,19,61.145408089172044
577,4,31,56.95003696627008
577,2,49,62.39862185970544
577,3,51,46.70500614637099
577,4,45,65.33817459035788
578,3,3,59.838571250708306
578,3,23,63.29926667356971
578,1,11,39.92295153387548
578,3,3,49.24338504561125
578,1,26,46.60569134476784
578,4,8,64.13251749319883
578,3,7,46.21433291068533
578,1,6,45.38003886663947
578,1,40,55.45264822154857
579,2,1,54.161883091045084
579,3,49,51.981607266097335
579,1,19,25.53424141172526
579,4,51,46.50112592198546
579,1,36,39.350943705383216
579,4,24,52.108161562541106
579,3,6,63.372483165381915
579,1,28,61.65189323852314
580,3,27,66.67493247896186
580,1,26,63.259725956331124
580,3,33,46.41558113642756
581,2,22,54.396940985198796
581,4,49,50.27422929495906
581,1,22,48.25603904883812
581,2,14,47.347494202567034
581,4,18,64.07967366558681
581,4,42,43.6688469639803
581,3,43,49.42943678108521
581,2,35,40.00436307952696
582,4,41,45.187478726479654
582,2,54,73.68715328000549
583,2,20,56.343625826286335
583,2,4,59.933292325904574
583,3,6,69.54770572562924
583,2,40,45.04832642515992
583,2,30,51.904863735494125
583,1,34,49.83632047817373
584,3,33,39.923903195186426
584,2,6,52.83993570023628
584,4,3,42.03129335967448
584,3,29,33.72365104502731
584,3,32,42.44433238950712
585,1,1,51.88674105740737
585,3,4,43.62835177093862
585,1,50,58.79699599466122
586,2,9,36.844094197592234
586,4,3,50.10089420320304
586,4,1,55.22019428034867
586,4,3,37.018329333123305
586,3,31,42.77539648889587
586,3,52,48.525748245027046
586,1,11,55.68634308867821
586,1,13,47.14955273296539
586,2,44,55.67791416678102
587,4,33,60.74327045738595
587,4,54,56.038081388299474
587,2,32,45.898466763134486
587,1,21,49.79439448636185
587,4,21,49.379274532850445
587,1,54,41.0063077876328
587,2,1,44.55259088886162
587,2,37,70.23739690581175
587,3,36,40.70478664028664
587,3,47,54.60687036824002
587,2,30,56.24377019983413
588,4,41,62.298656345960886
588,4,44,40.739963464336455
588,4,14,54.71161620746219
588,4,27,60.96570508877811
589,1,33,39.3069303743485
589,3,32,30.879480709810736
589,2,28,47.15821251803783
589,4,12,36.3825707242242
589,2,38,48.973141590349634
589,3,39,55.323809247716845
590,2,23,42.93192202236467
590,2,17,50.303487513028855
590,1,24,57.504384127881444
591,2,20,63.115535869997956
591,4,22,47.494759027325856
591,2,46,50.525104438786364
591,4,30,47.452624999152064
591,3,55,50.07171811090733
591,2,26,50.54805102429281
591,2,36,45.61298525798522
591,3,1,69.38357228767327
591,2,10,48.737468380741184
592,4,18,49.544428125665874
592,4,30,46.79688791020128
592,3,26,53.122391524964065
592,2,14,48.06875590036928
592,3,10,49.23311395563242
592,4,11,36.882666407676425
592,1,8,47.14832494402334
592,3,41,48.3609645489778
593,3,18,54.03858678507292
593,4,5,61.58292553532138
594,3,11,41.993453324577885
594,4,46,68.47559159463961
594,2,22,61.61295620006612
594,1,24,43.58521876664628
594,4,23,39.654335072497204
594,1,21,58.53700666048255
595,3,37,51.50767546580227
595,3,37,46.22886202765316
595,1,33,58.77652179189573
595,3,8,55.97838504495952
595,1,50,48.758616923312
595,4,1,64.40478156528211
595,4,25,49.123521926975044
596,4,7,48.61825843281263
596,2,15,61.35512797963109
596,3,47,43.453421960230514
597,4,53,57.35668437142249
597,4,19,47.689658043535616
597,4,53,40.737362357607964
597,2,22,49.38969014396822
598,1,22,40.83485741060184
598,1,24,57.61291587615991
598,4,7,52.295498324021956
598,4,49,37.68710604959752
598,4,19,42.6091022488246
598,4,5,52.666863093420325
598,4,22,60.550728782765475
599,2,27,43.01137706711554
599,3,48,42.44893235253528
599,3,20,62.54631281724609
599,3,10,56.386494572126004
599,2,43,46.96394693018927
599,2,37,59.88851074962364
599,2,35,59.806134747518655
599,2,49,43.30964032072616
600,1,23,44.56139780471687
600,3,50,58.175011058192766
600,4,31,55.16322553714484
600,3,10,35.42451591140224
600,2,12,51.4407275394431
600,3,31,27.98171714539884
600,1,48,32.58796255348363
600,1,25,48.96218825580531
600,1,43,34.58894361407774
601,1,50,53.537975728709704
601,2,46,65.60957335301602
601,1,46,61.504784162698314
601,2,21,51.38504225547595
601,4,18,55.270466689119765
602,3,33,34.05159812710454
602,3,4,56.28035092130559
602,3,50,44.13745652225051
602,1,53,39.8386498293267
603,2,30,52.48111339671761
604,3,7,47.04622726802988
604,3,54,39.31188532016517
604,4,39,78.95802861050265
604,2,42,63.330600516225445
604,3,19,37.61903874745984
605,1,35,56.44775455482517
605,3,18,49.70935845288921
605,4,19,50.8532921519601
605,4,25,58.950904219859396
605,1,38,54.283934358829256
606,1,32,44.838897137737405
606,1,55,67.8040604146794
606,4,14,47.36920904591639
606,1,47,26.834076959063346
607,4,6,45.41649530809413
607,4,53,38.25793007598041
608,1,8,51.355037983197775
609,3,24,51.437719427205
609,1,22,50.467136987304464
609,2,32,57.565196947839596
610,2,25,55.780483032348954
610,2,31,46.378361697189156
610,4,33,35.49805723876159
610,2,22,26.32937586620205
610,3,38,45.80265718660769
611,3,28,49.66489130093358
611,4,8,46.866539451154246
611,1,13,57.80779394451566
612,1,18,50.331277345079016
612,2,34,52.261092514015346
612,2,16,68.95154428287805
612,1,46,51.32962812732296
613,4,22,50.81535892679585
613,2,1,62.008910180339804
613,4,5,54.7257481135968
613,4,29,53.287116818020216
613,1,36,68.00873476736592
613,1,24,59.16237477637749
614,1,18,66.61318357134377
614,2,53,51.89186056595289
614,3,42,54.87845803432121
614,3,17,49.895169709933185
615,1,13,44.299000687039225
615,2,15,56.52591024980323
615,3,52,59.32503716964663
615,1,31,43.76194346371012
616,2,53,47.62377808440552
616,3,18,63.295190742625444
616,4,18,44.18315197676936
616,2,47,53.7070258523909
617,4,26,50.31032561587541
617,1,9,37.044614247582196
617,2,28,44.853494883945686
617,1,9,33.84781964285402
617,4,19,35.74986638502914
617,4,53,48.59053197110201
618,3,11,50.791265705509794
618,4,19,21.148820885481612
618,3,32,45.59873928481618
618,1,16,57.72321296543303
618,2,20,61.23347218689514
618,2,55,77.14476610336277
618,4,13,41.68959693087373
618,3,53,48.524991953399166
619,1,1,27.48394274764856
620,4,54,30.928771019409535
620,4,49,48.649172725336044
620,1,7,46.55848633985585
621,2,51,47.75330134658659
621,1,46,58.10104889014988
621,1,29,31.744505771065267
621,1,27,33.361854604239646
621,3,40,50.343974763176256
621,1,47,43.439549008467296
622,3,38,41.7022409072749
623,2,54,28.516478397997034
623,2,24,45.001157784050626
623,4,41,55.41973118782842
623,4,30,49.48727716289194
623,3,52,33.92112278583071
623,2,54,62.77853869220666
624,4,4,34.68384260258342
624,3,52,59.09702381026854
624,4,32,57.13490371086681
624,2,45,51.30997781322655
624,3,15,76.15244172325488
625,1,39,65.47156817418683
625,3,25,52.44658452745695
625,3,42,42.783628931287296
625,3,25,45.61486060903858
625,1,23,45.158284059672106
626,3,45,52.215685968434684
626,4,26,56.90979539022517
626,4,11,40.99413780336796
626,4,32,49.433731942805586
626,3,23,60.91106663593953
627,1,41,57.96677803792264
627,2,12,78.40746177811741
627,1,3,36.3325281402523
627,2,3,53.538722796717856
627,2,43,50.75444420933453
627,2,6,51.716027633568814
628,2,50,37.168062500911276
628,1,33,56.15942502301679
628,2,13,64.96066690436933
628,3,2,45.73794731193422
628,2,46,47.3220803339224
628,4,7,38.0399229916337
629,4,8,46.88967284106436
629,4,49,47.621415966492926
629,1,10,58.75812147653241
629,2,55,56.389166300747256
629,2,50,55.27322346969701
629,2,30,54.83839658878059
629,2,14,51.41378662376785
629,3,1,53.76403259932254
630,1,15,37.99955758367383
630,1,20,40.68857409447844
630,3,4,36.996942045967764
630,3,46,68.4834249416976
631,4,10,54.97795399816849
631,3,24,38.904621791742386
632,2,2,64.5347349550174
632,2,27,46.68404317806909
632,3,47,44.43311217883554
632,2,20,37.54472113340874
632,4,29,56.706958589924
633,2,19,45.99598418587953
633,4,4,45.58880173908775
633,3,10,52.552111281381315
633,3,30,54.69375888539316
633,4,43,40.818409838585424
633,2,51,47.34973385351556
634,3,44,35.675792573174625
634,2,35,38.49467780247444
634,1,7,56.00470871458716
634,1,53,55.662844148014834
634,1,29,42.85995687211954
634,4,51,53.30052335029455
635,1,13,46.813890283164824
635,1,37,65.79004371317802
635,3,11,50.92923873632001
635,3,36,70.67673846170649
636,2,41,75.38156161839638
637,2,36,47.576809078898464
637,1,21,57.12159544969799
638,1,51,45.138648260762174
638,1,40,48.733832837559085
638,2,16,53.830729985168034
638,4,3,35.00970151865246
638,3,22,50.594663349166794
638,1,17,62.43343565551097
638,1,54,56.90834602947045
639,3,50,56.264813227742806
639,3,21,49.637849848699574
639,4,48,47.616036257259196
639,3,16,55.60565890597854
639,4,32,39.34790640540451
640,3,43,37.25834579716934
640,2,2,46.40887467500158
640,2,19,50.11471184427865
640,1,7,52.76581347213777
641,3,4,52.29449385470117
641,3,49,63.33247114614076
641,3,2,34.569103996483555
641,3,31,49.033428734173334
642,3,26,51.77953543112755
642,4,31,51.24336994835153
642,4,22,33.033290391163085
642,1,9,47.15125272186771
642,1,9,48.40971899569286
642,2,25,51.9424992070185
642,4,21,40.385688770065116
644,4,47,45.24706889653958
644,2,18,42.96527487401467
644,4,4,38.085025108615845
644,1,50,54.49579602693624
644,3,14,58.58598622521861
644,1,44,53.284135030802354
645,4,36,37.70371461199317
645,1,39,52.301375698329906
645,4,26,64.78781754583424
646,1,17,75.1875504700142
647,4,39,33.051630321997024
647,3,3,62.80847650334336
647,4,23,47.36860176492894
647,1,8,63.273805681885
647,1,50,35.422773750668476
647,2,28,56.835156371773785
647,3,41,48.376646839159044
648,4,17,52.20478760824238
648,4,33,45.43407190338164
648,2,12,50.09619424732856
649,2,19,43.229221470680045
649,4,1,39.12887388459933
649,1,4,61.88049032924859
649,2,29,46.998406552084255
649,1,42,59.76797459129746
650,1,49,55.16694357231949
650,3,20,30.69004833042309
651,4,18,54.2586244836901
651,4,51,53.38091527107281
651,2,22,69.19619020636809
652,1,31,44.539067957291024
652,1,18,53.42774251235506
652,3,55,19.515540954737194
653,4,39,53.28323424969186
653,4,15,46.13816742522302
653,4,22,46.15293265463931
654,3,47,55.00515665749422
654,1,49,41.89759997486442
654,2,48,35.4691165328404
654,1,39,50.04059064644291
654,4,7,67.14584537464872
654,4,32,53.675407958688595
655,4,10,38.63438003396764
655,4,39,45.29188905729403
656,3,14,52.38315756710908
656,4,18,35.14200680421956
656,3,11,39.77865676202279
656,1,31,51.91356370589041
657,2,41,48.11907234878237
657,2,5,45.18845217417652
657,2,27,45.09663976495934
657,3,43,65.40609017733217
657,3,22,38.15044103423146
657,2,25,46.38662410768417
658,4,32,55.20548979905718
658,2,7,52.641126246827895
658,4,33,49.042183009021464
658,1,14,72.78384698634122
658,3,4,43.856089684587566
658,3,7,36.13350490232062
659,3,21,57.272737752674516
