Postal Code,Date,Sentiment,Year
80219,12/26/2021,Positive,2021
80238,12/26/2021,Positive,2021
80219,12/26/2021,Positive,2021
80211,12/26/2021,Positive,2021
80221,12/26/2021,Neutral,2021
80219,12/26/2021,Positive,2021
80219,12/26/2021,Neutral,2021
80002,12/26/2021,Negative,2021
80204,12/26/2021,Neutral,2021
80234,12/26/2021,Positive,2021
80221,12/26/2021,Positive,2021
80238,12/26/2021,Positive,2021
80238,12/26/2021,Positive,2021
80002,12/26/2021,Negative,2021
80014,12/26/2021,Positive,2021
80221,12/26/2021,Positive,2021
80221,12/26/2021,Positive,2021
80234,12/26/2021,Neutral,2021
80204,12/26/2021,Positive,2021
80238,12/26/2021,Negative,2021
80014,12/26/2021,Positive,2021
80234,12/26/2021,Negative,2021
80221,12/26/2021,Positive,2021
80211,12/26/2021,Positive,2021
80234,12/26/2021,Positive,2021
80234,12/26/2021,Negative,2021
80211,12/26/2021,Positive,2021
80219,12/26/2021,Negative,2021
80234,12/26/2021,Positive,2021
80234,12/26/2021,Positive,2021
80211,12/26/2021,Positive,2021
80234,12/26/2021,Positive,2021
80211,12/26/2021,Negative,2021
80014,12/26/2021,Positive,2021
80002,12/26/2021,Negative,2021
80014,12/26/2021,Positive,2021
80016,12/26/2021,Positive,2021
80238,12/26/2021,Positive,2021
80234,12/26/2021,Positive,2021
80002,12/26/2021,Neutral,2021
80219,12/25/2021,Positive,2021
80211,12/25/2021,Negative,2021
80234,12/25/2021,Positive,2021
80002,12/25/2021,Positive,2021
80211,12/25/2021,Neutral,2021
80204,12/25/2021,Positive,2021
80002,12/25/2021,Positive,2021
80120,12/25/2021,Neutral,2021
80016,12/25/2021,Negative,2021
80221,12/25/2021,Positive,2021
80234,12/25/2021,Positive,2021
80221,12/25/2021,Positive,2021
80204,12/25/2021,Neutral,2021
80002,12/25/2021,Positive,2021
80120,12/25/2021,Positive,2021
80120,12/25/2021,Positive,2021
80120,12/25/2021,Neutral,2021
80016,12/25/2021,Positive,2021
80014,12/25/2021,Positive,2021
80221,12/25/2021,Positive,2021
80016,12/25/2021,Neutral,2021
80014,12/25/2021,Positive,2021
80238,12/25/2021,Neutral,2021
80221,12/25/2021,Neutral,2021
80002,12/25/2021,Positive,2021
80016,12/25/2021,Neutral,2021
80234,12/25/2021,Positive,2021
80204,12/25/2021,Negative,2021
80219,12/25/2021,Positive,2021
80204,12/25/2021,Negative,2021
80014,12/25/2021,Positive,2021
80234,12/25/2021,Positive,2021
80234,12/25/2021,Positive,2021
80016,12/25/2021,Positive,2021
80238,12/25/2021,Neutral,2021
80002,12/25/2021,Neutral,2021
80002,12/25/2021,Positive,2021
80014,12/25/2021,Positive,2021
80238,12/25/2021,Positive,2021
80234,12/25/2021,Positive,2021
80016,12/25/2021,Neutral,2021
80211,12/25/2021,Positive,2021
80221,12/25/2021,Neutral,2021
80016,12/25/2021,Neutral,2021
80204,12/25/2021,Negative,2021
80238,12/25/2021,Positive,2021
80238,12/25/2021,Positive,2021
80221,12/25/2021,Positive,2021
80120,12/25/2021,Neutral,2021
80221,12/25/2021,Positive,2021
80120,12/25/2021,Positive,2021
80211,12/25/2021,Positive,2021
80014,12/24/2021,Positive,2021
80120,12/24/2021,Negative,2021
80002,12/24/2021,Positive,2021
80238,12/24/2021,Neutral,2021
80016,12/24/2021,Positive,2021
80211,12/24/2021,Negative,2021
80238,12/24/2021,Neutral,2021
80014,12/24/2021,Positive,2021
80221,12/24/2021,Neutral,2021
80002,12/24/2021,Positive,2021
80014,12/24/2021,Neutral,2021
80120,12/24/2021,Negative,2021
80002,12/24/2021,Positive,2021
80219,12/24/2021,Positive,2021
80211,12/24/2021,Negative,2021
80238,12/24/2021,Positive,2021
80234,12/24/2021,Positive,2021
80002,12/24/2021,Positive,2021
80002,12/24/2021,Positive,2021
80221,12/24/2021,Positive,2021
80016,12/24/2021,Neutral,2021
80120,12/24/2021,Positive,2021
80014,12/24/2021,Positive,2021
80014,12/24/2021,Positive,2021
80211,12/24/2021,Neutral,2021
80204,12/24/2021,Positive,2021
80219,12/24/2021,Positive,2021
80211,12/24/2021,Neutral,2021
80219,12/24/2021,Positive,2021
80120,12/24/2021,Positive,2021
80234,12/24/2021,Positive,2021
80014,12/24/2021,Positive,2021
80219,12/24/2021,Positive,2021
80234,12/24/2021,Positive,2021
80016,12/24/2021,Positive,2021
80120,12/24/2021,Positive,2021
80221,12/23/2021,Positive,2021
80204,12/23/2021,Negative,2021
80204,12/23/2021,Neutral,2021
80219,12/23/2021,Positive,2021
80002,12/23/2021,Negative,2021
80221,12/23/2021,Positive,2021
80211,12/23/2021,Negative,2021
80219,12/23/2021,Positive,2021
80016,12/23/2021,Positive,2021
80002,12/23/2021,Positive,2021
80234,12/23/2021,Positive,2021
80221,12/23/2021,Positive,2021
80211,12/23/2021,Positive,2021
80016,12/23/2021,Neutral,2021
80238,12/23/2021,Negative,2021
80234,12/23/2021,Negative,2021
80219,12/23/2021,Positive,2021
80234,12/23/2021,Neutral,2021
80238,12/23/2021,Positive,2021
80238,12/23/2021,Positive,2021
80219,12/23/2021,Positive,2021
80219,12/23/2021,Positive,2021
80016,12/23/2021,Neutral,2021
80002,12/23/2021,Positive,2021
80016,12/23/2021,Neutral,2021
80219,12/23/2021,Positive,2021
80120,12/23/2021,Negative,2021
80219,12/23/2021,Positive,2021
80219,12/23/2021,Positive,2021
80120,12/22/2021,Neutral,2021
80002,12/22/2021,Positive,2021
80016,12/22/2021,Neutral,2021
80234,12/22/2021,Positive,2021
80211,12/22/2021,Neutral,2021
80221,12/22/2021,Neutral,2021
80221,12/22/2021,Negative,2021
80014,12/22/2021,Positive,2021
80204,12/22/2021,Neutral,2021
80221,12/22/2021,Negative,2021
80120,12/22/2021,Positive,2021
80014,12/22/2021,Positive,2021
80211,12/22/2021,Positive,2021
80014,12/22/2021,Neutral,2021
80002,12/22/2021,Positive,2021
80211,12/22/2021,Positive,2021
80238,12/22/2021,Positive,2021
80016,12/22/2021,Positive,2021
80221,12/22/2021,Positive,2021
80016,12/22/2021,Negative,2021
80219,12/22/2021,Positive,2021
80204,12/22/2021,Positive,2021
80234,12/22/2021,Positive,2021
80219,12/22/2021,Positive,2021
80204,12/22/2021,Positive,2021
80014,12/22/2021,Negative,2021
80234,12/22/2021,Positive,2021
80238,12/22/2021,Neutral,2021
80120,12/22/2021,Positive,2021
80204,12/22/2021,Neutral,2021
80221,12/22/2021,Positive,2021
80211,12/22/2021,Neutral,2021
80014,12/22/2021,Positive,2021
80016,12/22/2021,Positive,2021
80211,12/22/2021,Positive,2021
80234,12/22/2021,Neutral,2021
80002,12/22/2021,Negative,2021
80221,12/22/2021,Positive,2021
80211,12/22/2021,Neutral,2021
80221,12/22/2021,Positive,2021
80211,12/22/2021,Positive,2021
80016,12/22/2021,Positive,2021
80238,12/21/2021,Positive,2021
80014,12/21/2021,Positive,2021
80234,12/21/2021,Positive,2021
80238,12/21/2021,Neutral,2021
80211,12/21/2021,Positive,2021
80016,12/21/2021,Negative,2021
80219,12/21/2021,Neutral,2021
80238,12/21/2021,Neutral,2021
80016,12/21/2021,Positive,2021
80002,12/21/2021,Neutral,2021
80234,12/21/2021,Positive,2021
80221,12/21/2021,Positive,2021
80204,12/21/2021,Positive,2021
80221,12/21/2021,Positive,2021
80219,12/21/2021,Positive,2021
80014,12/21/2021,Neutral,2021
80221,12/21/2021,Negative,2021
80234,12/21/2021,Positive,2021
80221,12/21/2021,Positive,2021
80002,12/21/2021,Neutral,2021
80016,12/21/2021,Positive,2021
80204,12/21/2021,Negative,2021
80002,12/21/2021,Positive,2021
80204,12/21/2021,Positive,2021
80120,12/21/2021,Positive,2021
80219,12/21/2021,Positive,2021
80016,12/21/2021,Positive,2021
80219,12/21/2021,Neutral,2021
80204,12/21/2021,Positive,2021
80204,12/21/2021,Positive,2021
80238,12/21/2021,Neutral,2021
80211,12/21/2021,Neutral,2021
80204,12/21/2021,Neutral,2021
80204,12/21/2021,Neutral,2021
80014,12/21/2021,Positive,2021
80014,12/21/2021,Positive,2021
80219,12/21/2021,Neutral,2021
80204,12/21/2021,Positive,2021
80014,12/21/2021,Positive,2021
80002,12/21/2021,Positive,2021
80002,12/21/2021,Neutral,2021
80221,12/21/2021,Positive,2021
80221,12/21/2021,Positive,2021
80219,12/21/2021,Positive,2021
80204,12/21/2021,Neutral,2021
80211,12/21/2021,Positive,2021
80234,12/21/2021,Neutral,2021
80002,12/21/2021,Negative,2021
80234,12/21/2021,Positive,2021
80014,12/21/2021,Positive,2021
80204,12/21/2021,Negative,2021
80002,12/21/2021,Positive,2021
80014,12/21/2021,Neutral,2021
80211,12/21/2021,Positive,2021
80204,12/20/2021,Positive,2021
80219,12/20/2021,Neutral,2021
80221,12/20/2021,Positive,2021
80221,12/20/2021,Positive,2021
80219,12/20/2021,Positive,2021
80016,12/20/2021,Positive,2021
80002,12/20/2021,Neutral,2021
80002,12/20/2021,Positive,2021
80219,12/20/2021,Positive,2021
80016,12/20/2021,Positive,2021
80221,12/20/2021,Positive,2021
80238,12/20/2021,Negative,2021
80211,12/20/2021,Positive,2021
80014,12/20/2021,Neutral,2021
80120,12/20/2021,Positive,2021
80014,12/20/2021,Negative,2021
80211,12/20/2021,Neutral,2021
80002,12/20/2021,Positive,2021
80211,12/20/2021,Neutral,2021
80211,12/20/2021,Neutral,2021
80204,12/20/2021,Positive,2021
80120,12/20/2021,Positive,2021
80204,12/20/2021,Neutral,2021
80120,12/20/2021,Positive,2021
80014,12/20/2021,Positive,2021
80014,12/20/2021,Neutral,2021
80234,12/20/2021,Negative,2021
80120,12/20/2021,Positive,2021
80002,12/20/2021,Negative,2021
80211,12/20/2021,Negative,2021
80016,12/20/2021,Positive,2021
80219,12/20/2021,Neutral,2021
80002,12/20/2021,Neutral,2021
80016,12/20/2021,Neutral,2021
80221,12/20/2021,Positive,2021
80211,12/20/2021,Positive,2021
80221,12/20/2021,Neutral,2021
80204,12/20/2021,Neutral,2021
80120,12/20/2021,Neutral,2021
80002,12/20/2021,Positive,2021
80238,12/20/2021,Negative,2021
80120,12/20/2021,Positive,2021
80204,12/20/2021,Negative,2021
80211,12/20/2021,Positive,2021
80211,12/20/2021,Neutral,2021
80211,12/20/2021,Neutral,2021
80014,12/20/2021,Neutral,2021
80234,12/20/2021,Positive,2021
80002,12/20/2021,Neutral,2021
80221,12/20/2021,Negative,2021
80234,12/19/2021,Positive,2021
80238,12/19/2021,Positive,2021
80016,12/19/2021,Positive,2021
80221,12/19/2021,Positive,2021
80219,12/19/2021,Positive,2021
80234,12/19/2021,Negative,2021
80221,12/19/2021,Neutral,2021
80014,12/19/2021,Positive,2021
80002,12/19/2021,Positive,2021
80002,12/19/2021,Positive,2021
80211,12/19/2021,Positive,2021
80120,12/19/2021,Positive,2021
80238,12/19/2021,Neutral,2021
80204,12/19/2021,Negative,2021
80016,12/19/2021,Positive,2021
80219,12/19/2021,Positive,2021
80002,12/19/2021,Negative,2021
80014,12/19/2021,Neutral,2021
80211,12/19/2021,Neutral,2021
80120,12/19/2021,Negative,2021
80014,12/19/2021,Positive,2021
80234,12/19/2021,Positive,2021
80204,12/19/2021,Negative,2021
80219,12/19/2021,Positive,2021
80234,12/19/2021,Negative,2021
80234,12/19/2021,Negative,2021
80234,12/19/2021,Negative,2021
80221,12/19/2021,Positive,2021
80016,12/19/2021,Positive,2021
80219,12/19/2021,Positive,2021
80014,12/19/2021,Positive,2021
80002,12/19/2021,Neutral,2021
80002,12/19/2021,Positive,2021
80234,12/19/2021,Positive,2021
80014,12/19/2021,Positive,2021
80221,12/19/2021,Positive,2021
80234,12/19/2021,Negative,2021
80002,12/19/2021,Positive,2021
80016,12/19/2021,Neutral,2021
80016,12/19/2021,Positive,2021
80234,12/19/2021,Neutral,2021
80234,12/19/2021,Negative,2021
80016,12/19/2021,Neutral,2021
80238,12/19/2021,Positive,2021
80204,12/18/2021,Positive,2021
80219,12/18/2021,Neutral,2021
80238,12/18/2021,Negative,2021
80211,12/18/2021,Negative,2021
80219,12/18/2021,Positive,2021
80120,12/18/2021,Neutral,2021
80221,12/18/2021,Neutral,2021
80219,12/18/2021,Positive,2021
80014,12/18/2021,Positive,2021
80211,12/18/2021,Positive,2021
80234,12/18/2021,Positive,2021
80002,12/18/2021,Positive,2021
80234,12/18/2021,Positive,2021
80014,12/18/2021,Positive,2021
80234,12/18/2021,Negative,2021
80219,12/18/2021,Positive,2021
80219,12/18/2021,Neutral,2021
80211,12/18/2021,Negative,2021
80204,12/18/2021,Positive,2021
80014,12/18/2021,Positive,2021
80238,12/18/2021,Negative,2021
80219,12/18/2021,Positive,2021
80002,12/18/2021,Neutral,2021
80211,12/18/2021,Positive,2021
80221,12/18/2021,Positive,2021
80219,12/18/2021,Positive,2021
80238,12/18/2021,Positive,2021
80014,12/18/2021,Positive,2021
80211,12/18/2021,Positive,2021
80234,12/18/2021,Positive,2021
80016,12/18/2021,Positive,2021
80221,12/18/2021,Neutral,2021
80211,12/18/2021,Positive,2021
80204,12/18/2021,Positive,2021
80120,12/18/2021,Negative,2021
80120,12/18/2021,Positive,2021
80014,12/17/2021,Positive,2021
80211,12/17/2021,Positive,2021
80204,12/17/2021,Positive,2021
80120,12/17/2021,Neutral,2021
80002,12/17/2021,Positive,2021
80221,12/17/2021,Positive,2021
80120,12/17/2021,Positive,2021
80221,12/17/2021,Negative,2021
80204,12/17/2021,Positive,2021
80002,12/17/2021,Positive,2021
80219,12/17/2021,Positive,2021
80014,12/17/2021,Positive,2021
80219,12/17/2021,Neutral,2021
80234,12/17/2021,Positive,2021
80219,12/17/2021,Neutral,2021
80002,12/17/2021,Neutral,2021
80234,12/17/2021,Positive,2021
80016,12/17/2021,Negative,2021
80120,12/17/2021,Positive,2021
80219,12/17/2021,Positive,2021
80234,12/17/2021,Positive,2021
80204,12/17/2021,Neutral,2021
80120,12/17/2021,Positive,2021
80120,12/17/2021,Positive,2021
80234,12/17/2021,Neutral,2021
80221,12/17/2021,Positive,2021
80234,12/17/2021,Neutral,2021
80014,12/17/2021,Positive,2021
80238,12/17/2021,Positive,2021
80238,12/17/2021,Positive,2021
80234,12/17/2021,Positive,2021
80002,12/17/2021,Negative,2021
80221,12/17/2021,Neutral,2021
80219,12/17/2021,Positive,2021
80238,12/17/2021,Positive,2021
80002,12/17/2021,Positive,2021
80211,12/16/2021,Positive,2021
80120,12/16/2021,Positive,2021
80234,12/16/2021,Positive,2021
80238,12/16/2021,Positive,2021
80016,12/16/2021,Positive,2021
80120,12/16/2021,Negative,2021
80221,12/16/2021,Positive,2021
80204,12/16/2021,Positive,2021
80204,12/16/2021,Neutral,2021
80219,12/16/2021,Neutral,2021
80204,12/16/2021,Neutral,2021
80221,12/16/2021,Neutral,2021
80014,12/16/2021,Negative,2021
80016,12/16/2021,Positive,2021
80238,12/16/2021,Neutral,2021
80204,12/16/2021,Positive,2021
80014,12/16/2021,Neutral,2021
80238,12/16/2021,Positive,2021
80014,12/16/2021,Neutral,2021
80219,12/16/2021,Neutral,2021
80120,12/16/2021,Positive,2021
80016,12/16/2021,Positive,2021
80204,12/16/2021,Positive,2021
80221,12/16/2021,Positive,2021
80016,12/16/2021,Neutral,2021
80219,12/16/2021,Positive,2021
80219,12/16/2021,Positive,2021
80211,12/16/2021,Positive,2021
80211,12/16/2021,Neutral,2021
80211,12/16/2021,Positive,2021
80204,12/16/2021,Positive,2021
80219,12/16/2021,Positive,2021
80238,12/16/2021,Positive,2021
80002,12/16/2021,Neutral,2021
80238,12/16/2021,Positive,2021
80016,12/16/2021,Neutral,2021
80204,12/16/2021,Positive,2021
80238,12/16/2021,Positive,2021
80221,12/16/2021,Positive,2021
80234,12/16/2021,Positive,2021
80219,12/16/2021,Neutral,2021
80238,12/16/2021,Neutral,2021
80120,12/16/2021,Neutral,2021
80016,12/16/2021,Positive,2021
80002,12/16/2021,Positive,2021
80219,12/16/2021,Negative,2021
80211,12/15/2021,Positive,2021
80221,12/15/2021,Negative,2021
80120,12/15/2021,Positive,2021
80234,12/15/2021,Neutral,2021
80219,12/15/2021,Positive,2021
80016,12/15/2021,Positive,2021
80204,12/15/2021,Neutral,2021
80221,12/15/2021,Positive,2021
80221,12/15/2021,Neutral,2021
80238,12/15/2021,Neutral,2021
80221,12/15/2021,Neutral,2021
80120,12/15/2021,Positive,2021
80211,12/15/2021,Neutral,2021
80016,12/15/2021,Positive,2021
80204,12/15/2021,Positive,2021
80219,12/15/2021,Neutral,2021
80211,12/15/2021,Negative,2021
80014,12/15/2021,Positive,2021
80120,12/15/2021,Positive,2021
80221,12/15/2021,Negative,2021
80002,12/15/2021,Positive,2021
80221,12/15/2021,Positive,2021
80219,12/15/2021,Positive,2021
80016,12/15/2021,Positive,2021
80219,12/15/2021,Positive,2021
80002,12/15/2021,Neutral,2021
80016,12/15/2021,Neutral,2021
80014,12/15/2021,Negative,2021
80120,12/15/2021,Positive,2021
80234,12/15/2021,Neutral,2021
80204,12/15/2021,Neutral,2021
80002,12/15/2021,Negative,2021
80204,12/15/2021,Positive,2021
80120,12/15/2021,Positive,2021
80014,12/15/2021,Positive,2021
80014,12/15/2021,Neutral,2021
80238,12/15/2021,Neutral,2021
80211,12/15/2021,Positive,2021
80204,12/15/2021,Positive,2021
80221,12/15/2021,Positive,2021
80238,12/15/2021,Positive,2021
80234,12/15/2021,Neutral,2021
80016,12/15/2021,Positive,2021
80211,12/15/2021,Positive,2021
80211,12/14/2021,Positive,2021
80002,12/14/2021,Neutral,2021
80221,12/14/2021,Negative,2021
80219,12/14/2021,Negative,2021
80234,12/14/2021,Positive,2021
80016,12/14/2021,Positive,2021
80221,12/14/2021,Negative,2021
80002,12/14/2021,Positive,2021
80014,12/14/2021,Positive,2021
80234,12/14/2021,Positive,2021
80016,12/14/2021,Neutral,2021
80211,12/14/2021,Negative,2021
80014,12/14/2021,Positive,2021
80211,12/14/2021,Negative,2021
80211,12/14/2021,Positive,2021
80219,12/14/2021,Neutral,2021
80211,12/14/2021,Positive,2021
80014,12/14/2021,Positive,2021
80238,12/14/2021,Positive,2021
80014,12/14/2021,Negative,2021
80219,12/14/2021,Neutral,2021
80219,12/14/2021,Positive,2021
80234,12/14/2021,Positive,2021
80211,12/14/2021,Positive,2021
80221,12/14/2021,Positive,2021
80238,12/14/2021,Positive,2021
80238,12/14/2021,Positive,2021
80238,12/14/2021,Negative,2021
80238,12/14/2021,Positive,2021
80002,12/14/2021,Positive,2021
80238,12/14/2021,Negative,2021
80219,12/14/2021,Positive,2021
80002,12/14/2021,Neutral,2021
80204,12/14/2021,Positive,2021
80204,12/14/2021,Neutral,2021
80238,12/14/2021,Positive,2021
80234,12/14/2021,Neutral,2021
80221,12/14/2021,Positive,2021
80016,12/14/2021,Positive,2021
80204,12/14/2021,Positive,2021
80014,12/14/2021,Positive,2021
80221,12/14/2021,Positive,2021
80002,12/14/2021,Positive,2021
80014,12/14/2021,Positive,2021
80120,12/14/2021,Negative,2021
80120,12/14/2021,Positive,2021
80238,12/14/2021,Positive,2021
80238,12/14/2021,Neutral,2021
80204,12/14/2021,Negative,2021
80014,12/14/2021,Positive,2021
80221,12/14/2021,Positive,2021
80238,12/13/2021,Positive,2021
80014,12/13/2021,Positive,2021
80014,12/13/2021,Positive,2021
80234,12/13/2021,Neutral,2021
80002,12/13/2021,Positive,2021
80219,12/13/2021,Positive,2021
80219,12/13/2021,Positive,2021
80204,12/13/2021,Positive,2021
80120,12/13/2021,Positive,2021
80211,12/13/2021,Neutral,2021
80234,12/13/2021,Positive,2021
80221,12/13/2021,Negative,2021
80204,12/13/2021,Neutral,2021
80016,12/13/2021,Positive,2021
80238,12/13/2021,Positive,2021
80219,12/13/2021,Negative,2021
80234,12/13/2021,Positive,2021
80016,12/13/2021,Neutral,2021
80219,12/13/2021,Neutral,2021
80219,12/13/2021,Neutral,2021
80234,12/13/2021,Positive,2021
80219,12/13/2021,Positive,2021
80238,12/13/2021,Positive,2021
80211,12/13/2021,Positive,2021
80234,12/13/2021,Positive,2021
80204,12/13/2021,Positive,2021
80238,12/13/2021,Negative,2021
80002,12/13/2021,Negative,2021
80204,12/13/2021,Positive,2021
80016,12/13/2021,Positive,2021
80234,12/13/2021,Positive,2021
80221,12/13/2021,Neutral,2021
80238,12/13/2021,Positive,2021
80002,12/13/2021,Positive,2021
80221,12/13/2021,Neutral,2021
80211,12/13/2021,Negative,2021
80221,12/13/2021,Positive,2021
80002,12/13/2021,Neutral,2021
80211,12/13/2021,Negative,2021
80238,12/13/2021,Negative,2021
80238,12/13/2021,Positive,2021
80238,12/13/2021,Negative,2021
80120,12/13/2021,Positive,2021
80016,12/13/2021,Neutral,2021
80014,12/13/2021,Positive,2021
80221,12/13/2021,Positive,2021
80234,12/13/2021,Negative,2021
80120,12/12/2021,Negative,2021
80238,12/12/2021,Positive,2021
80238,12/12/2021,Positive,2021
80238,12/12/2021,Neutral,2021
80014,12/12/2021,Positive,2021
80016,12/12/2021,Negative,2021
80002,12/12/2021,Positive,2021
80016,12/12/2021,Positive,2021
80234,12/12/2021,Neutral,2021
80221,12/12/2021,Positive,2021
80016,12/12/2021,Negative,2021
80234,12/12/2021,Positive,2021
80002,12/12/2021,Negative,2021
80204,12/12/2021,Positive,2021
80234,12/12/2021,Positive,2021
80211,12/12/2021,Positive,2021
80234,12/12/2021,Neutral,2021
80204,12/12/2021,Positive,2021
80016,12/12/2021,Negative,2021
80014,12/12/2021,Positive,2021
80016,12/12/2021,Positive,2021
80120,12/12/2021,Positive,2021
80221,12/12/2021,Positive,2021
80014,12/12/2021,Positive,2021
80234,12/12/2021,Neutral,2021
80219,12/12/2021,Positive,2021
80014,12/12/2021,Neutral,2021
80221,12/12/2021,Positive,2021
80002,12/12/2021,Positive,2021
80234,12/12/2021,Positive,2021
80219,12/12/2021,Positive,2021
80221,12/12/2021,Positive,2021
80204,12/12/2021,Positive,2021
80221,12/12/2021,Neutral,2021
80016,12/12/2021,Neutral,2021
80219,12/12/2021,Positive,2021
80221,12/12/2021,Neutral,2021
80014,12/12/2021,Positive,2021
80219,12/12/2021,Neutral,2021
80002,12/12/2021,Positive,2021
80219,12/12/2021,Positive,2021
80219,12/12/2021,Positive,2021
80014,12/12/2021,Neutral,2021
80016,12/12/2021,Positive,2021
80238,12/12/2021,Neutral,2021
80120,12/12/2021,Positive,2021
80120,12/12/2021,Positive,2021
80219,12/12/2021,Negative,2021
80014,12/12/2021,Positive,2021
80204,12/12/2021,Negative,2021
80016,12/12/2021,Positive,2021
80016,12/12/2021,Positive,2021
80234,12/12/2021,Neutral,2021
80221,12/11/2021,Positive,2021
80234,12/11/2021,Positive,2021
80234,12/11/2021,Positive,2021
80014,12/11/2021,Positive,2021
80234,12/11/2021,Neutral,2021
80014,12/11/2021,Neutral,2021
80014,12/11/2021,Neutral,2021
80221,12/11/2021,Negative,2021
80002,12/11/2021,Positive,2021
80002,12/11/2021,Positive,2021
80016,12/11/2021,Negative,2021
80002,12/11/2021,Positive,2021
80014,12/11/2021,Neutral,2021
80016,12/11/2021,Negative,2021
80221,12/11/2021,Positive,2021
80238,12/11/2021,Positive,2021
80204,12/11/2021,Neutral,2021
80234,12/11/2021,Positive,2021
80014,12/11/2021,Positive,2021
80016,12/11/2021,Positive,2021
80014,12/11/2021,Positive,2021
80221,12/11/2021,Negative,2021
80014,12/11/2021,Positive,2021
80120,12/11/2021,Negative,2021
80014,12/11/2021,Neutral,2021
80211,12/11/2021,Positive,2021
80221,12/11/2021,Neutral,2021
80014,12/11/2021,Positive,2021
80016,12/11/2021,Positive,2021
80211,12/11/2021,Positive,2021
80219,12/11/2021,Negative,2021
80221,12/11/2021,Neutral,2021
80219,12/11/2021,Positive,2021
80120,12/11/2021,Positive,2021
80016,12/10/2021,Neutral,2021
80120,12/10/2021,Positive,2021
80120,12/10/2021,Negative,2021
80002,12/10/2021,Positive,2021
80120,12/10/2021,Positive,2021
80002,12/10/2021,Positive,2021
80204,12/10/2021,Neutral,2021
80204,12/10/2021,Neutral,2021
80014,12/10/2021,Positive,2021
80120,12/10/2021,Neutral,2021
80204,12/10/2021,Neutral,2021
80120,12/10/2021,Positive,2021
80238,12/10/2021,Negative,2021
80204,12/10/2021,Positive,2021
80204,12/10/2021,Positive,2021
80016,12/10/2021,Neutral,2021
80002,12/10/2021,Negative,2021
80002,12/10/2021,Positive,2021
80204,12/10/2021,Positive,2021
80204,12/10/2021,Positive,2021
80002,12/10/2021,Negative,2021
80211,12/10/2021,Neutral,2021
80211,12/10/2021,Positive,2021
80204,12/10/2021,Neutral,2021
80120,12/10/2021,Positive,2021
80014,12/10/2021,Positive,2021
80002,12/10/2021,Neutral,2021
80014,12/10/2021,Positive,2021
80002,12/10/2021,Neutral,2021
80211,12/10/2021,Positive,2021
80211,12/10/2021,Negative,2021
80238,12/10/2021,Positive,2021
80211,12/10/2021,Negative,2021
80221,12/10/2021,Positive,2021
80204,12/10/2021,Negative,2021
80016,12/10/2021,Negative,2021
80219,12/10/2021,Positive,2021
80211,12/10/2021,Neutral,2021
80204,12/10/2021,Positive,2021
80238,12/10/2021,Neutral,2021
80238,12/10/2021,Positive,2021
80238,12/10/2021,Positive,2021
80238,12/10/2021,Positive,2021
80221,12/9/2021,Neutral,2021
80234,12/9/2021,Positive,2021
80234,12/9/2021,Neutral,2021
80002,12/9/2021,Positive,2021
80221,12/9/2021,Positive,2021
80120,12/9/2021,Positive,2021
80120,12/9/2021,Positive,2021
80120,12/9/2021,Positive,2021
80211,12/9/2021,Positive,2021
80120,12/9/2021,Negative,2021
80221,12/9/2021,Negative,2021
80234,12/9/2021,Positive,2021
80219,12/9/2021,Positive,2021
80221,12/9/2021,Neutral,2021
80002,12/9/2021,Neutral,2021
80238,12/9/2021,Positive,2021
80120,12/9/2021,Positive,2021
80211,12/9/2021,Positive,2021
80221,12/9/2021,Positive,2021
80219,12/9/2021,Positive,2021
80238,12/9/2021,Neutral,2021
80120,12/9/2021,Positive,2021
80211,12/9/2021,Positive,2021
80221,12/9/2021,Negative,2021
80234,12/9/2021,Negative,2021
80221,12/9/2021,Neutral,2021
80234,12/9/2021,Positive,2021
80234,12/9/2021,Positive,2021
80238,12/9/2021,Positive,2021
80204,12/9/2021,Neutral,2021
80211,12/9/2021,Positive,2021
80002,12/9/2021,Positive,2021
80221,12/9/2021,Negative,2021
80238,12/9/2021,Neutral,2021
80120,12/9/2021,Positive,2021
80002,12/9/2021,Positive,2021
80211,12/9/2021,Positive,2021
80238,12/9/2021,Positive,2021
80002,12/9/2021,Neutral,2021
80211,12/9/2021,Positive,2021
80211,12/8/2021,Positive,2021
80014,12/8/2021,Neutral,2021
80238,12/8/2021,Positive,2021
80221,12/8/2021,Positive,2021
80120,12/8/2021,Positive,2021
80221,12/8/2021,Negative,2021
80014,12/8/2021,Positive,2021
80014,12/8/2021,Negative,2021
80238,12/8/2021,Positive,2021
80120,12/8/2021,Positive,2021
80221,12/8/2021,Negative,2021
80221,12/8/2021,Positive,2021
80221,12/8/2021,Neutral,2021
80120,12/8/2021,Neutral,2021
80238,12/8/2021,Positive,2021
80221,12/8/2021,Positive,2021
80211,12/8/2021,Positive,2021
80204,12/8/2021,Neutral,2021
80204,12/8/2021,Positive,2021
80211,12/8/2021,Positive,2021
80234,12/8/2021,Negative,2021
80238,12/8/2021,Positive,2021
80016,12/8/2021,Neutral,2021
80204,12/8/2021,Positive,2021
80016,12/8/2021,Neutral,2021
80221,12/8/2021,Positive,2021
80221,12/8/2021,Positive,2021
80221,12/8/2021,Positive,2021
80234,12/8/2021,Positive,2021
80014,12/8/2021,Positive,2021
80234,12/8/2021,Neutral,2021
80234,12/8/2021,Neutral,2021
80221,12/8/2021,Positive,2021
80219,12/8/2021,Neutral,2021
